0	-59.450569	0.000848	1509.433960
1	-61.531551	0.000657	1911.949707
2	-61.368721	0.000680	1962.264160
3	-61.269463	0.000701	1710.691772
4	-63.015289	0.000559	1861.635254
5	-63.784256	0.000505	2062.893066
6	-59.008682	0.000890	1308.176147
7	-63.754627	0.000536	1459.119507
8	-63.348179	0.000555	1358.490601
9	-61.775486	0.000647	2817.610107
10	-53.292385	0.001489	2264.150879
11	-51.870327	0.001798	1962.264160
12	-56.569725	0.001149	1962.264160
13	-57.828182	0.001036	2264.150879
14	-60.389496	0.000732	1861.635254
15	-59.685513	0.000840	1509.433960
16	-60.103710	0.000805	1710.691772
17	-57.930080	0.001088	704.402527
18	-60.993855	0.000736	805.031433
19	-61.925163	0.000633	1911.949707
20	-61.014275	0.000731	2012.578613
21	-59.881184	0.000830	1660.377319
22	-60.418682	0.000752	2012.578613
23	-57.807732	0.001059	1106.918213
24	-60.959923	0.000726	1660.377319
25	-60.774883	0.000741	1710.691772
26	-61.897957	0.000630	2566.037842
27	-62.262249	0.000611	1962.264160
28	-61.189445	0.000729	1207.547119
29	-60.846542	0.000746	1106.918213
30	-61.281162	0.000686	1861.635254
31	-61.495270	0.000667	2566.037842
32	-63.924496	0.000496	1811.320801
33	-60.700077	0.000782	1207.547119
34	-62.599571	0.000577	2314.465332
35	-65.022743	0.000443	2465.408691
36	-63.039856	0.000554	1459.119507
37	-62.966316	0.000580	1962.264160
38	-62.649765	0.000607	1207.547119
39	-65.133842	0.000445	1459.119507
40	-64.261490	0.000486	2566.037842
41	-60.424030	0.000783	855.345886
42	-63.822548	0.000488	1710.691772
43	-65.310951	0.000435	2314.465332
44	-61.629585	0.000704	1509.433960
45	-59.171055	0.000934	704.402527
46	-58.806313	0.000928	805.031433
47	-57.543365	0.001035	2264.150879
48	-41.854877	0.005750	3622.641602
49	-38.047588	0.010411	4578.616211
50	-35.655640	0.012816	4427.672852
51	-42.571148	0.005533	4125.786133
52	-39.682327	0.007718	4628.930664
53	-39.161346	0.008933	4327.043945
54	-37.186306	0.011029	4729.559570
55	-37.055252	0.011179	4679.245117
56	-35.482677	0.012999	4427.672852
57	-39.810856	0.008209	3773.584961
58	-33.258057	0.015594	2113.207520
59	-16.179399	0.115847	352.201263
60	-13.462960	0.160239	503.144653
61	-11.431618	0.212651	452.830200
62	-9.783387	0.266540	603.773560
63	-10.536288	0.239440	603.773560
64	-10.893517	0.239687	402.515717
65	-9.173270	0.292168	402.515717
66	-8.533672	0.292602	402.515717
67	-9.632042	0.240501	553.459106
68	-10.624752	0.234322	503.144653
69	-12.586454	0.184044	754.716980
70	-14.601568	0.145704	402.515717
71	-15.228308	0.141644	452.830200
72	-14.732271	0.144859	402.515717
73	-15.349260	0.144322	352.201263
74	-15.129952	0.147303	301.886780
75	-15.816248	0.134685	301.886780
76	-15.691891	0.135889	402.515717
77	-17.253670	0.118678	201.257858
78	-19.868605	0.084465	402.515717
79	-19.142836	0.087365	704.402527
80	-19.622059	0.083863	553.459106
81	-19.191116	0.085524	503.144653
82	-19.906122	0.077938	503.144653
83	-17.103027	0.101236	503.144653
84	-16.675034	0.121123	452.830200
85	-18.756714	0.099738	402.515717
86	-24.606453	0.047787	503.144653
87	-24.952089	0.046958	805.031433
88	-27.389990	0.034276	2415.094238
89	-28.572264	0.029931	2113.207520
90	-27.283192	0.035422	805.031433
91	-32.020283	0.020404	855.345886
92	-32.390427	0.018677	1006.289307
93	-34.418652	0.014704	704.402527
94	-36.663708	0.012806	603.773560
95	-35.146206	0.013646	704.402527
96	-34.904724	0.014648	1408.805054
97	-33.727348	0.015922	754.716980
98	-17.122004	0.092904	553.459106
99	-12.743718	0.183604	553.459106
100	-11.838814	0.217552	754.716980
101	-11.707147	0.215605	855.345886
102	-12.187896	0.199896	452.830200
103	-13.272092	0.177411	553.459106
104	-12.803576	0.182614	452.830200
105	-11.750983	0.217005	402.515717
106	-12.108344	0.213647	452.830200
107	-11.391041	0.236769	452.830200
108	-10.672761	0.251136	452.830200
109	-10.121284	0.260920	553.459106
110	-10.684240	0.245735	452.830200
111	-12.331262	0.206215	553.459106
112	-14.476778	0.158576	301.886780
113	-18.399048	0.097738	352.201263
114	-22.252268	0.059376	603.773560
115	-23.581764	0.057308	452.830200
116	-22.785269	0.061702	503.144653
117	-24.157984	0.048508	503.144653
118	-23.306070	0.053831	1459.119507
119	-24.323286	0.046625	503.144653
120	-21.385117	0.065079	603.773560
121	-18.111906	0.086168	603.773560
122	-16.966921	0.114756	301.886780
123	-17.643291	0.111266	301.886780
124	-19.120960	0.090515	301.886780
125	-21.176718	0.068259	301.886780
126	-19.740799	0.076887	352.201263
127	-19.590361	0.084439	352.201263
128	-19.914949	0.075621	603.773560
129	-20.638926	0.067134	603.773560
130	-16.840944	0.100064	503.144653
131	-16.166243	0.108437	603.773560
132	-16.155468	0.110480	805.031433
133	-15.877114	0.118199	805.031433
134	-15.041826	0.133430	704.402527
135	-15.265657	0.128596	704.402527
136	-15.476656	0.121991	704.402527
137	-13.851467	0.150942	603.773560
138	-14.431682	0.138637	704.402527
139	-14.156242	0.144929	603.773560
140	-14.897956	0.134804	553.459106
141	-16.145742	0.123266	352.201263
142	-17.729155	0.105175	553.459106
143	-20.367416	0.077263	553.459106
144	-23.407232	0.053309	603.773560
145	-25.163544	0.044104	1106.918213
146	-22.990826	0.054896	805.031433
147	-24.437452	0.049095	603.773560
148	-20.985397	0.071631	402.515717
149	-18.226494	0.088739	603.773560
150	-15.363359	0.125199	503.144653
151	-15.777265	0.127899	402.515717
152	-16.015116	0.134109	402.515717
153	-16.843229	0.113433	553.459106
154	-19.402393	0.081501	503.144653
155	-17.781023	0.093160	704.402527
156	-20.644835	0.072517	553.459106
157	-20.391304	0.078863	654.088074
158	-23.728495	0.053058	654.088074
159	-23.696115	0.051310	704.402527
160	-25.022537	0.043244	654.088074
161	-25.877413	0.040955	654.088074
162	-28.444534	0.031821	503.144653
163	-27.144283	0.034808	452.830200
164	-31.344404	0.021056	654.088074
165	-28.794220	0.029782	452.830200
166	-36.266846	0.011916	503.144653
167	-35.872059	0.014078	352.201263
168	-38.559128	0.009732	402.515717
169	-38.475842	0.009334	654.088074
170	-38.109875	0.010435	503.144653
171	-38.047409	0.009700	503.144653
172	-38.927498	0.009017	553.459106
173	-43.805927	0.005701	503.144653
174	-41.734798	0.006909	150.943390
175	-43.598942	0.004956	452.830200
176	-40.011200	0.008759	150.943390
177	-44.409176	0.004671	805.031433
178	-42.522266	0.006545	150.943390
179	-46.861320	0.003618	402.515717
180	-43.503609	0.005659	100.628929
181	-51.921635	0.002130	503.144653
182	-46.660686	0.003809	603.773560
183	-48.564247	0.003209	452.830200
184	-49.917309	0.002617	654.088074
185	-49.794273	0.002714	301.886780
186	-52.567898	0.001789	905.660400
187	-53.791363	0.001693	503.144653
188	-55.164593	0.001374	1207.547119
189	-54.071774	0.001290	1559.748413
190	-45.873981	0.003827	603.773560
191	-32.358234	0.016699	503.144653
192	-26.846992	0.036614	704.402527
193	-19.231005	0.094948	452.830200
194	-17.843273	0.112606	201.257858
195	-18.176325	0.102053	201.257858
196	-23.687140	0.051711	754.716980
197	-20.303431	0.081681	301.886780
